cmte_id,cand_id,cand_nm,recipient_nm,disb_amt,disb_dt,recipient_city,recipient_st,recipient_zip,disb_desc,memo_cd,memo_text,form_tp,file_num,tran_id,election_tp
C00580100,"P80001571","Trump, Donald J.","US AIRWAYS",210.1,02-SEP-15,"TEMPE","AZ","85281","TRAVEL: AIR [AMEX: SB23.6878]","X","","SB23","1029398","SB23.9104","P2016",
C00580100,"P80001571","Trump, Donald J.","US AIRWAYS",210.1,02-SEP-15,"TEMPE","AZ","85281","TRAVEL: AIR [AMEX: SB23.6878]","X","","SB23","1029398","SB23.9105","P2016",
C00580100,"P80001571","Trump, Donald J.","PROPRODUCTION SERVICES, LLC",15319.45,10-JUL-15,"PHOENIX","AZ","85040","EVENT STAGING EXPENSE","","","SB23","1029398","SB23.7173","P2016",
C00580100,"P80001571","Trump, Donald J.","CITY OF PHOENIX",7803,28-JUL-15,"PHOENIX","AZ","85004","FACILITY RENTAL [GREEN MONSTER: SB23.702","X","","SB23","1029398","SB23.7757","P2016",
C00580100,"P80001571","Trump, Donald J.","COMMONWEALTH ELECTRIC COMPANY",3289.22,10-JUL-15,"PHOENIX","AZ","85004","EVENT STAGING EXPENSE","","","SB23","1029398","SB23.6983","P2016",
C00580100,"P80001571","Trump, Donald J.","EDGEMON, MIKE",300,28-JUL-15,"PHOENIX","AZ","85085","SECURITY SERVICES","","","SB23","1029398","SB23.6790","P2016",
C00580100,"P80001571","Trump, Donald J.","US AIRWAYS",55,02-SEP-15,"TEMPE","AZ","85281","TRAVEL: BAGGAGE [AMEX: SB23.6878]","X","","SB23","1029398","SB23.9106","P2016",
C00580100,"P80001571","Trump, Donald J.","US AIRWAYS",435.1,02-SEP-15,"TEMPE","AZ","85281","TRAVEL: AIR [AMEX: SB23.6878]","X","","SB23","1029398","SB23.9107","P2016",
C00580100,"P80001571","Trump, Donald J.","US AIRWAYS",15,02-SEP-15,"TEMPE","AZ","85281","TRAVEL: BAGGAGE [AMEX: SB23.6878]","X","","SB23","1029398","SB23.9108","P2016",
C00580100,"P80001571","Trump, Donald J.","US AIRWAYS",435.1,02-SEP-15,"TEMPE","AZ","85281","TRAVEL: AIR [AMEX: SB23.6878]","X","","SB23","1029398","SB23.9109","P2016",
C00580100,"P80001571","Trump, Donald J.","US AIRWAYS",55,02-SEP-15,"TEMPE","AZ","85281","TRAVEL: FEE [AMEX: SB23.6878]","X","","SB23","1029398","SB23.9110","P2016",
C00580100,"P80001571","Trump, Donald J.","US AIRWAYS",174.6,02-SEP-15,"TEMPE","AZ","85281","TRAVEL: AIR [AMEX: SB23.6878]","X","","SB23","1029398","SB23.9111","P2016",
C00580100,"P80001571","Trump, Donald J.","US AIRWAYS",271.6,02-SEP-15,"TEMPE","AZ","85281","TRAVEL: AIR [AMEX: SB23.6878]","X","","SB23","1029398","SB23.9112","P2016",
C00580100,"P80001571","Trump, Donald J.","US AIRWAYS",55,02-SEP-15,"TEMPE","AZ","85281","TRAVEL: FEE [AMEX: SB23.6878]","X","","SB23","1029398","SB23.9113","P2016",
C00580100,"P80001571","Trump, Donald J.","PHOENIX CONVENTION CENTER",7803,31-JUL-15,"PHOENIX","AZ","85004","FACILITY RENTAL [AMEX: SB23.6877]","X","","SB23","1029398","SB23.8581","P2016",
C00580100,"P80001571","Trump, Donald J.","AV CONCEPTS",6695.99,10-JUL-15,"TEMPE","AZ","85281","AUDIO VISUAL SERVICES","","","SB23","1029398","SB23.6883","P2016",
C00580100,"P80001571","Trump, Donald J.","PHOENIX CONVENTION CENTER",1010,02-SEP-15,"PHOENIX","AZ","85004","FACILITY RENTAL [AMEX: SB23.6878]","X","","SB23","1029398","SB23.8582","P2016",
C00580100,"P80001571","Trump, Donald J.","DECOSTE, PAUL",250,14-JUL-15,"GLENDALE","AZ","85308","SECURITY SERVICES","","","SB23","1029398","SB23.6794","P2016",
C00580100,"P80001571","Trump, Donald J.","ELMORE, DEREK",330,28-JUL-15,"PHOENIX","AZ","85085","SECURITY SERVICES","","","SB23","1029398","SB23.6653","P2016",
C00580100,"P80001571","Trump, Donald J.","US AIRWAYS",435.1,02-SEP-15,"TEMPE","AZ","85281","TRAVEL: AIR [AMEX: SB23.6878]","X","","SB23","1029398","SB23.9114","P2016",
C00580100,"P80001571","Trump, Donald J.","US AIRWAYS",435.1,02-SEP-15,"TEMPE","AZ","85281","TRAVEL: AIR [AMEX: SB23.6878]","X","","SB23","1029398","SB23.9115","P2016",
C00580100,"P80001571","Trump, Donald J.","US AIRWAYS",435.1,02-SEP-15,"TEMPE","AZ","85281","TRAVEL: AIR [AMEX: SB23.6878]","X","","SB23","1029398","SB23.9116","P2016",
C00580100,"P80001571","Trump, Donald J.","US AIRWAYS",55,02-SEP-15,"TEMPE","AZ","85281","TRAVEL: FEE [AMEX: SB23.6878]","X","","SB23","1029398","SB23.9117","P2016",
C00580100,"P80001571","Trump, Donald J.","US AIRWAYS",281.1,02-SEP-15,"TEMPE","AZ","85281","TRAVEL: AIR [AMEX: SB23.6878]","X","","SB23","1029398","SB23.9118","P2016",
C00580100,"P80001571","Trump, Donald J.","US AIRWAYS",574.1,18-SEP-15,"TEMPE","AZ","85281","TRAVEL: AIR [MCENTEE: SB23.6734]","X","","SB23","1029398","SB23.9127","P2016",
C00580100,"P80001571","Trump, Donald J.","US AIRWAYS",430.1,22-MAY-15,"TEMPE","AZ","85281","TTW - TRAVEL: AIR [JOST: SB23.6449]","X","","SB23","1015464","SB23.6562","P2016",
C00580100,"P80001571","Trump, Donald J.","US AIRWAYS",430.1,31-MAY-15,"TEMPE","AZ","85281","TTW - TRAVEL: AIR [JOST: SB23.6450]","X","","SB23","1015464","SB23.6567","P2016",
C00580100,"P80001571","Trump, Donald J.","US AIRWAYS",445.1,08-JUN-15,"TEMPE","AZ","85281","TTW - TRAVEL: AIR [JOST SB23.6451]","X","","SB23","1015464","SB23.6576","P2016",
C00580100,"P80001571","Trump, Donald J.","NAVARRETTE, ESTEBAN",250,14-JUL-15,"GLENDALE","AZ","85308","SECURITY SERVICES","","","SB23","1029398","SB23.6667","P2016",
C00580100,"P80001571","Trump, Donald J.","NEVILLE, GLENN",250,14-JUL-15,"GLENDALE","AZ","85308","SECURITY SERVICES","","","SB23","1029398","SB23.6698","P2016",
C00580100,"P80001571","Trump, Donald J.","WASHINGTON, JIMMY",250,14-JUL-15,"GLENDALE","AZ","85308","SECURITY SERVICES","","","SB23","1029398","SB23.6716","P2016",
C00580100,"P80001571","Trump, Donald J.","WINDOM, MATTHEW",250,14-JUL-15,"GLENDALE","AZ","85308","SECURITY SERVICES","","","SB23","1029398","SB23.6771","P2016",
C00580100,"P80001571","Trump, Donald J.","LOPEZ, RICK",350,14-JUL-15,"GLENDALE","AZ","85308","SECURITY SERVICES","","","SB23","1029398","SB23.6796","P2016",
C00580100,"P80001571","Trump, Donald J.","LOWE, JARED",275,14-JUL-15,"GLENDALE","AZ","85308","SECURITY SERVICES","","","SB23","1029398","SB23.6711","P2016",
C00580100,"P80001571","Trump, Donald J.","LUND, DARIN",385,28-JUL-15,"PHOENIX","AZ","85085","SECURITY SERVICES","","","SB23","1029398","SB23.6651","P2016",
C00580100,"P80001571","Trump, Donald J.","LUTZ, CHAD",250,14-JUL-15,"GLENDALE","AZ","85308","SECURITY SERVICES","","","SB23","1029398","SB23.6633","P2016",
C00580100,"P80001571","Trump, Donald J.","MALONEY, DON",250,14-JUL-15,"GLENDALE","AZ","85308","SECURITY SERVICES","","","SB23","1029398","SB23.6655","P2016",
C00580100,"P80001571","Trump, Donald J.","MASINO, SCOTT",350,28-JUL-15,"PHOENIX","AZ","85085","SECURITY SERVICES","","","SB23","1029398","SB23.6813","P2016",
C00580100,"P80001571","Trump, Donald J.","MCCLELLAN, STEVEN",275,14-JUL-15,"GLENDALE","AZ","85308","SECURITY SERVICES","","","SB23","1029398","SB23.6827","P2016",
C00580100,"P80001571","Trump, Donald J.","US AIRWAYS",499,21-SEP-15,"TEMPE","AZ","85281","TRAVEL: AIRFARE [FLYNN: SB23.6686]","X","","SB23","1029398","SB23.9120","P2016",
C00580100,"P80001571","Trump, Donald J.","GRISHAM, STEPHANIE",479.76,14-JUL-15,"GILBERT","AZ","85296","TRAVEL EXPENSE REIMBURSEMENT","","","SB23","1029398","SB23.6815","P2016",
C00580100,"P80001571","Trump, Donald J.","GRISHAM, STEPHANIE",2000,14-JUL-15,"GILBERT","AZ","85296","COMMUNICATIONS CONSULTING","","","SB23","1029398","SB23.7460","",
C00580100,"P80001571","Trump, Donald J.","GRISHAM, STEPHANIE",1059.48,19-AUG-15,"GILBERT","AZ","85296","TRAVEL EXPENSE REIMBURSEMENT","","","SB23","1029398","SB23.6816","P2016",
C00580100,"P80001571","Trump, Donald J.","GRISHAM, STEPHANIE",1200,19-AUG-15,"GILBERT","AZ","85296","COMMUNICATIONS CONSULTING","","","SB23","1029398","SB23.7461","",
C00580100,"P80001571","Trump, Donald J.","HALLUMS, JOE",275,14-JUL-15,"GLENDALE","AZ","85308","SECURITY SERVICES","","","SB23","1029398","SB23.6718","P2016",
C00580100,"P80001571","Trump, Donald J.","THE ARIZONA BILTMORE",5187,07-JUL-15,"PHOENIX","AZ","85016","FACILITY RENTAL","","","SB23","1029398","SB23.7329","P2016",
C00580100,"P80001571","Trump, Donald J.","KAREM, JORDAN",371.67,24-JUL-15,"SCOTTSDALE","AZ","85258","TRAVEL EXPENSE REIMBURSEMENT","","","SB23","1029398","SB23.6741","P2016",
C00580100,"P80001571","Trump, Donald J.","KAREM, JORDAN",2000,24-JUL-15,"SCOTTSDALE","AZ","85258","FIELD CONSULTING","","","SB23","1029398","SB23.7453","",
C00580100,"P80001571","Trump, Donald J.","KAREM, JORDAN",25.36,24-JUL-15,"SCOTTSDALE","AZ","85258","TRAVEL: MILEAGE [KAREM: SB23.6741]","X","","SB23","1029398","SB23.9292","P2016",
C00580100,"P80001571","Trump, Donald J.","KAREM, JORDAN",1633.01,31-AUG-15,"SCOTTSDALE","AZ","85258","TRAVEL EXPENSE REIMBURSEMENT","","","SB23","1029398","SB23.6742","P2016",
C00580100,"P80001571","Trump, Donald J.","KAREM, JORDAN",1000,31-AUG-15,"SCOTTSDALE","AZ","85258","FIELD CONSULTING","","","SB23","1029398","SB23.7454","",
C00580100,"P80001571","Trump, Donald J.","KASCHL, ROBERT",395,14-JUL-15,"GLENDALE","AZ","85308","SECURITY SERVICES","","","SB23","1029398","SB23.6798","P2016",
C00580100,"P80001571","Trump, Donald J.","HILL, MICHAEL",250,14-JUL-15,"GLENDALE","AZ","85308","SECURITY SERVICES","","","SB23","1029398","SB23.6788","P2016",
C00580100,"P80001571","Trump, Donald J.","US AIRWAYS",332,03-JUL-15,"TEMPE","AZ","85281","TRAVEL: AIRFARE [MCMULLEN: SB23.7057]","X","","SB23","1029398","SB23.9128","P2016",
C00580100,"P80001571","Trump, Donald J.","US AIRWAYS",361.27,03-JUL-15,"TEMPE","AZ","85281","TRAVEL: AIRFARE [MCMULLEN: SB23.7057]","X","","SB23","1029398","SB23.9129","P2016",
C00580100,"P80001571","Trump, Donald J.","US AIRWAYS",430.1,14-JUL-15,"TEMPE","AZ","85281","TRAVEL: AIR [GREEN MONSTER: SB23.7033]","X","","SB23","1029398","SB23.9121","P2016",
C00580100,"P80001571","Trump, Donald J.","US AIRWAYS",430.1,14-JUL-15,"TEMPE","AZ","85281","TRAVEL: AIR [GREEN MONSTER: SB23.7033]","X","","SB23","1029398","SB23.9122","P2016",
C00580100,"P80001571","Trump, Donald J.","US AIRWAYS",55,14-JUL-15,"TEMPE","AZ","85281","TRAVEL: GROUND TRANSPORTATION [GREEN MON","X","","SB23","1029398","SB23.9123","P2016",
C00580100,"P80001571","Trump, Donald J.","US AIRWAYS",440.1,14-JUL-15,"TEMPE","AZ","85281","TRAVEL: AIR [GREEN MONSTER: SB23.7033]","X","","SB23","1029398","SB23.9124","P2016",
C00580100,"P80001571","Trump, Donald J.","GILLOOLY, STEPHEN",250,14-JUL-15,"GLENDALE","AZ","85308","SECURITY SERVICES","","","SB23","1029398","SB23.6818","P2016",
C00580100,"P80001571","Trump, Donald J.","US AIRWAYS",860.2,14-JUL-15,"TEMPE","AZ","85281","TRAVEL: AIR [GREEN MONSTER: SB23.7033]","X","","SB23","1029398","SB23.9125","P2016",
C00580100,"P80001571","Trump, Donald J.","US AIRWAYS",55,14-JUL-15,"TEMPE","AZ","85281","TRAVEL: GROUND TRANSPORTATION [GREEN MON","X","","SB23","1029398","SB23.9126","P2016",
C00580100,"P80001571","Trump, Donald J.","US AIRWAYS",25,28-JUL-15,"TEMPE","AZ","85281","TRAVEL: AIR [DECK: SB23.7393]","X","","SB23","1029398","SB23.9131","P2016",
C00580100,"P80001571","Trump, Donald J.","US AIRWAYS",55,31-JUL-15,"TEMPE","AZ","85281","TRAVEL: TRANSACTION FEE [AMEX: SB23.6877","X","","SB23","1029398","SB23.9087","P2016",
C00580100,"P80001571","Trump, Donald J.","US AIRWAYS",55,31-JUL-15,"TEMPE","AZ","85281","TRAVEL: GROUND TRANSPORTATION [AMEX: SB2","X","","SB23","1029398","SB23.9088","P2016",
C00580100,"P80001571","Trump, Donald J.","US AIRWAYS",296.6,31-JUL-15,"TEMPE","AZ","85281","TRAVEL: AIR [AMEX: SB23.6877]","X","","SB23","1029398","SB23.9089","P2016",
C00580100,"P80001571","Trump, Donald J.","US AIRWAYS",456.1,31-JUL-15,"TEMPE","AZ","85281","TRAVEL: AIR [AMEX: SB23.6877]","X","","SB23","1029398","SB23.9090","P2016",
C00580100,"P80001571","Trump, Donald J.","US AIRWAYS",440.1,31-JUL-15,"TEMPE","AZ","85281","TRAVEL: AIR [AMEX: SB23.6877]","X","","SB23","1029398","SB23.9091","P2016",
C00580100,"P80001571","Trump, Donald J.","US AIRWAYS",273.6,31-JUL-15,"TEMPE","AZ","85281","TRAVEL: AIR [AMEX: SB23.6877]","X","","SB23","1029398","SB23.9092","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",2548.7,10-AUG-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1029398","SB23.7105","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",2586.61,11-AUG-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1029398","SB23.7106","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",11730,14-AUG-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1029398","SB23.7107","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",795.1,17-AUG-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1029398","SB23.7108","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",333.17,19-AUG-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1029398","SB23.7109","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",118.52,20-AUG-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1029398","SB23.7110","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",20.75,21-AUG-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1029398","SB23.7111","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",123.64,21-AUG-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1029398","SB23.7112","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",45.45,25-AUG-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1029398","SB23.7113","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",24.08,26-AUG-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1029398","SB23.7114","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",4.27,27-AUG-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1029398","SB23.7115","P2016",
C00580100,"P80001571","Trump, Donald J.","STRIPE",744.07,09-SEP-15,"SAN FRANCISCO","CA","94110","MERCHANT FEES","","","SB23","1029398","SB23.7232","P2016",
C00580100,"P80001571","Trump, Donald J.","STRIPE",2599.49,10-SEP-15,"SAN FRANCISCO","CA","94110","MERCHANT FEES","","","SB23","1029398","SB23.7233","P2016",
C00580100,"P80001571","Trump, Donald J.","STRIPE",859.87,11-SEP-15,"SAN FRANCISCO","CA","94110","MERCHANT FEES","","","SB23","1029398","SB23.7234","P2016",
C00580100,"P80001571","Trump, Donald J.","STRIPE",741.88,14-SEP-15,"SAN FRANCISCO","CA","94110","MERCHANT FEES","","","SB23","1029398","SB23.7235","P2016",
C00580100,"P80001571","Trump, Donald J.","STRIPE",671.8,15-SEP-15,"SAN FRANCISCO","CA","94110","MERCHANT FEES","","","SB23","1029398","SB23.7236","P2016",
C00580100,"P80001571","Trump, Donald J.","STRIPE",3461.52,16-SEP-15,"SAN FRANCISCO","CA","94110","MERCHANT FEES","","","SB23","1029398","SB23.7237","P2016",
C00580100,"P80001571","Trump, Donald J.","STRIPE",1301.63,17-SEP-15,"SAN FRANCISCO","CA","94110","MERCHANT FEES","","","SB23","1029398","SB23.7238","P2016",
C00580100,"P80001571","Trump, Donald J.","STRIPE",4216.38,18-SEP-15,"SAN FRANCISCO","CA","94110","MERCHANT FEES","","","SB23","1029398","SB23.7239","P2016",
C00580100,"P80001571","Trump, Donald J.","STRIPE",799.81,22-SEP-15,"SAN FRANCISCO","CA","94110","MERCHANT FEES","","","SB23","1029398","SB23.7240","P2016",
C00580100,"P80001571","Trump, Donald J.","STRIPE",1606.91,23-SEP-15,"SAN FRANCISCO","CA","94110","MERCHANT FEES","","","SB23","1029398","SB23.7241","P2016",
C00580100,"P80001571","Trump, Donald J.","STRIPE",651.66,24-SEP-15,"SAN FRANCISCO","CA","94110","MERCHANT FEES","","","SB23","1029398","SB23.7242","P2016",
C00580100,"P80001571","Trump, Donald J.","STRIPE",990.42,25-SEP-15,"SAN FRANCISCO","CA","94110","MERCHANT FEES","","","SB23","1029398","SB23.7243","P2016",
C00580100,"P80001571","Trump, Donald J.","STRIPE",30,28-SEP-15,"SAN FRANCISCO","CA","94110","MERCHANT FEES","","","SB23","1029398","SB23.7244","P2016",
C00580100,"P80001571","Trump, Donald J.","STRIPE",75,28-SEP-15,"SAN FRANCISCO","CA","94110","MERCHANT FEES","","","SB23","1029398","SB23.7245","P2016",
C00580100,"P80001571","Trump, Donald J.","STRIPE",625.73,28-SEP-15,"SAN FRANCISCO","CA","94110","MERCHANT FEES","","","SB23","1029398","SB23.7246","P2016",
C00580100,"P80001571","Trump, Donald J.","STRIPE",394.13,29-SEP-15,"SAN FRANCISCO","CA","94110","MERCHANT FEES","","","SB23","1029398","SB23.7247","P2016",
C00580100,"P80001571","Trump, Donald J.","STRIPE",1126.25,30-SEP-15,"SAN FRANCISCO","CA","94110","MERCHANT FEES","","","SB23","1029398","SB23.7248","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",29,30-SEP-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1029398","SB23.7158","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",29,30-SEP-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1029398","SB23.7159","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",29,30-SEP-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1029398","SB23.7160","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",29,30-SEP-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1029398","SB23.7161","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",29,30-SEP-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1029398","SB23.7162","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",29,30-SEP-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1029398","SB23.7163","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",29,30-SEP-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1029398","SB23.7164","P2016",
